Recording Name,Accent Type,Word Index,Start Time (s),End Time (s),Top 1 Word,Top 1 Confidence (%),Top 2 Word,Top 2 Confidence (%),Top 3 Word,Top 3 Confidence (%)
english67,english,53,23.08,23.26,THESE,99.97,THE,0.01,THOESE,0.01
english67,english,54,23.34,23.62,THINGS,99.99,HINGS,0.01,THIGS,0.00
english67,english,55,23.70,23.88,INTO,97.22,INO,1.49,INT,1.02
english67,english,56,23.96,24.16,THREE,99.99,THRE,0.01,HREE,0.00
english67,english,57,24.22,24.42,RED,99.94,READ,0.06,RE,0.01
english67,english,58,24.48,24.84,BAGS,99.97,BADS,0.02,BAG'S,0.01
english67,english,59,24.88,25.98,AND,96.89,AN,2.88,AD,0.16
english67,english,60,26.04,26.12,WE,99.99,E,0.00,W,0.00
english67,english,61,26.18,26.34,WILL,98.66,W'LL,0.82,WIL,0.19
english67,english,62,26.38,26.50,GO,98.79,WO,0.85,O,0.13
english67,english,63,26.56,26.76,MEET,96.14,MEAT,3.25,MET,0.22
english67,english,64,26.80,26.92,HER,99.95,ER,0.04,HR,0.00
english67,english,65,27.02,27.46,WEDNESDAY,99.89,WEDNESDAYS,0.03,WIDNESDAY,0.02
english67,english,66,27.54,27.94,AT,99.83,ANT,0.09,T,0.04
english67,english,67,28.00,28.08,THE,99.63,THET,0.12,THA,0.12
english67,english,68,28.14,28.44,TRAIN,87.99,TRAINE,6.38,TRAIND,4.35
english67,english,69,28.50,28.94,STATION,99.93,STATIONS,0.05,STATION',0.01
english68,english,1,0.00,0.88,PLEASE,99.50,PLEASED,0.42,PLEADE,0.02
english68,english,2,0.94,1.16,CALL,81.45,CALLE,14.82,CALLD,2.53
english68,english,3,1.22,1.56,STELLA,53.54,STELLE,21.66,STELLAR,15.58
english68,english,4,1.62,2.22,ASK,99.13,ASKE,0.61,ASKD,0.09
english68,english,5,2.30,2.36,HER,99.87,HE,0.05,ER,0.03
english68,english,6,2.42,2.44,TO,100.00,T,0.00,O,0.00
english68,english,7,2.50,2.62,BRING,100.00,BRIG,0.00,BRIN,0.00
english68,english,8,2.68,2.82,THESE,99.96,THE,0.03,TESE,0.00
english68,english,9,2.90,3.12,THINGS,99.98,TINGS,0.01,HINGS,0.01
english68,english,10,3.18,3.28,WITH,99.99,WIT,0.01,WIH,0.00
english68,english,11,3.34,3.42,HER,99.98,HE,0.01,ER,0.01
english68,english,12,3.48,3.60,FROM,99.77,FROR,0.12,FOM,0.06
english68,english,13,3.68,3.72,THE,99.88,THA,0.10,THI,0.02
english68,english,14,3.78,4.02,STORE,99.55,STOORE,0.15,SORE,0.08
english68,english,15,4.08,5.00,SIX,99.64,SIXK,0.16,SIXH,0.09
english68,english,16,5.04,5.34,SPOONS,99.77,POONS,0.07,SPONS,0.05
english68,english,17,5.42,5.44,OF,98.29,AF,1.05,OR,0.47
english68,english,18,5.50,5.68,FRESH,99.96,FRECH,0.02,FRES,0.01
english68,english,19,5.74,6.20,SNOWPEES,31.77,SNOWPIES,17.59,SNOWPES,16.74
english68,english,20,6.26,6.96,FIVE,99.98,FIVE',0.02,FIV,0.00
english68,english,21,7.04,7.52,THICK,99.65,THIC,0.13,THICKL,0.10
english68,english,22,7.56,8.24,SLABS,99.77,SLADS,0.07,SLAB'S,0.06
english68,english,23,8.32,8.42,OF,99.53,AF,0.21,O,0.10
english68,english,24,8.50,8.68,BLUE,99.18,BLUEW,0.44,BLE,0.11
english68,english,25,8.72,8.96,CHEESE,99.81,CHEIESE,0.04,CHEEZSE,0.04
english68,english,26,9.04,9.32,A,63.88,AD,16.81,AN,14.79
english68,english,27,9.38,9.58,MAYBE,37.11,NAYBE,16.82,MABE,12.41
english68,english,28,9.62,9.66,A,96.68,AS,1.08,O,0.89
english68,english,29,9.72,9.96,SNACK,80.67,SNAK,10.55,SNACKE,3.96
english68,english,30,10.00,10.08,FOR,98.36,OR,0.59,FO,0.38
english68,english,31,10.14,10.20,HER,99.84,HE,0.06,HR,0.06
english68,english,32,10.26,10.48,BROTHER,99.88,BOTHER,0.05,BROTHERS,0.03
english68,english,33,10.52,10.78,BOB,75.36,BAB,16.18,BORB,2.44
english68,english,34,10.86,11.98,WE,100.00,W,0.00,E,0.00
english68,english,35,12.06,12.22,ALSO,99.99,ALS,0.01,ASO,0.00
english68,english,36,12.28,12.44,NEED,99.53,NEEDS,0.16,NEEDE,0.09
english68,english,37,12.52,12.64,A,99.99,AA,0.00,AAA,0.00
english68,english,38,12.70,12.96,SMALL,100.00,SMAL,0.00,SALL,0.00
english68,english,39,13.02,13.44,PLASTIC,72.14,PLASSIC,15.64,PLASTICK,6.36
english68,english,40,13.50,13.74,SNAKE,98.82,SNAK,0.66,SNEAKE,0.17
english68,english,41,13.80,13.90,AND,99.47,AN,0.31,ATD,0.07
english68,english,42,13.98,13.98,A,99.84,E,0.16,,0.00
english68,english,43,14.04,14.18,BIG,100.00,BI,0.00,IG,0.00
english68,english,44,14.24,14.46,TOY,94.74,TOI,2.68,TOU,1.12
english68,english,45,14.52,14.78,FROG,99.57,FRAG,0.14,FROGU,0.09
english68,english,46,14.84,14.92,FOR,98.27,OR,0.65,FR,0.35
english68,english,47,14.98,15.02,THE,99.94,THA,0.04,THI,0.01
english68,english,48,15.08,15.34,KIDS,99.66,KID'S,0.30,KIS,0.03
english68,english,49,15.40,16.28,SHE,100.00,SH,0.00,SE,0.00
english68,english,50,16.34,16.44,CAN,99.93,CON,0.04,CIN,0.02
english68,english,51,16.50,16.74,SCOOP,97.33,SCOUP,1.41,SCOOPE,0.85
english68,english,52,16.80,16.92,THESE,99.96,THE,0.03,TESE,0.00
english68,english,53,16.98,17.20,THINGS,99.99,TINGS,0.01,HINGS,0.00
english68,english,54,17.26,17.40,INTO,99.63,NTO,0.12,INO,0.11
english68,english,55,17.48,17.66,THREE,100.00,THRE,0.00,THEE,0.00
english68,english,56,17.72,17.90,RED,100.00,RE,0.00,ED,0.00
english68,english,57,17.94,18.24,BAGS,99.95,BAKS,0.02,BEGS,0.02
english68,english,58,18.30,18.80,AND,99.70,AN,0.21,ATD,0.04
english68,english,59,18.86,18.92,WE,99.98,W,0.01,E,0.01
english68,english,60,18.98,19.12,WILL,99.38,W'LL,0.44,ILL,0.14
english68,english,61,19.18,19.28,GO,99.90,WO,0.02,CO,0.02
english68,english,62,19.36,19.50,MEET,98.04,MET,0.71,MEAT,0.67
english68,english,63,19.56,19.64,HER,97.12,ER,2.48,RER,0.24
english68,english,64,19.70,20.24,WEDNESDAY,99.98,WEDNESDAYS,0.02,WEDNESDY,0.00
english68,english,65,20.30,20.36,AT,99.61,AN,0.27,OT,0.05
english68,english,66,20.42,20.46,THE,99.66,THA,0.30,TAE,0.01
english68,english,67,20.52,20.74,TRAIN,98.95,TRAINE,0.39,TRAINS,0.32
english68,english,68,20.78,21.14,STATION,99.99,SATION,0.00,SSTATION,0.00
english69,english,1,0.00,0.76,PLEASE,99.94,PLEACE,0.04,PLESE,0.01
english69,english,2,0.82,1.04,CALL,97.99,CAUL,0.49,COLL,0.31
english69,english,3,1.08,1.40,STELLAR,31.23,STELLER,31.11,STELLA,17.99
english69,english,4,1.46,2.30,ASK,97.69,IASK,1.21,ASKE,0.53
english69,english,5,2.36,2.44,HER,99.28,HE,0.38,ER,0.14
english69,english,6,2.50,2.52,TO,100.00,T,0.00,O,0.00
english69,english,7,2.60,2.76,BRING,99.98,BING,0.01,BRIG,0.00
english69,english,8,2.84,2.96,THESE,99.91,THOSE,0.03,THE,0.03
english69,english,9,3.02,3.22,THINGS,99.56,TINGS,0.28,HINGS,0.06
english69,english,10,3.28,3.42,WITH,99.81,WIT,0.07,WIH,0.07
english69,english,11,3.48,3.62,HER,99.94,THER,0.03,ER,0.02
english69,english,12,3.68,3.86,FROM,99.81,FOM,0.16,FRON,0.02
english69,english,13,3.94,4.02,THE,99.55,THER,0.15,TE,0.11
english69,english,14,4.08,4.36,STORE,97.56,STARE,1.01,STOORE,0.85
english69,english,15,4.44,5.66,SIX,94.96,SIXK,3.36,SIK,0.90
english69,english,16,5.72,6.08,SPOONS,93.24,POONS,3.53,SBOONS,2.94
english69,english,17,6.14,6.20,OF,75.76,AF,8.23,OR,6.19
english69,english,18,6.26,6.46,FRESH,82.51,FREH,8.58,FRES,6.76
english69,english,19,6.50,7.02,SNOWPEESE,51.82,SNOWPEES,22.76,SNOWPEASE,9.17
english69,english,20,7.10,8.04,FIVE,99.96,FIE,0.02,FI'VE,0.01
english69,english,21,8.14,8.36,THICK,86.70,THIK,5.90,THICX,4.32
english69,english,22,8.42,8.78,SLABS,98.73,SLADS,0.94,LABS,0.12
english69,english,23,8.84,8.98,OF,99.54,OR,0.16,AF,0.14
english69,english,24,9.06,9.26,BLUE,99.34,BLE,0.26,PLUE,0.11
english69,english,25,9.32,9.62,CHEESE,98.10,CHEES,1.60,CHEEZE,0.10
english69,english,26,9.70,10.22,AN,24.42,A,23.85,AND,21.07
english69,english,27,10.28,10.50,MAYBE,87.78,MEYBE,8.18,MABBE,2.39
english69,english,28,10.56,10.56,A,98.87,I,0.54,O,0.39
english69,english,29,10.64,10.98,SNAKE,57.79,SNAK,30.62,SNACKE,6.91
english69,english,30,11.04,11.20,FOR,99.82,FO,0.10,FER,0.02
english69,english,31,11.28,11.36,HER,99.90,HE,0.04,HR,0.03
english69,english,32,11.42,11.64,BROTHER,98.78,BOTHER,1.08,BRATHER,0.05
english69,english,33,11.70,11.90,BOB,97.15,BOBB,2.31,BOBS,0.15
english69,english,34,11.98,12.88,WE,100.00,W,0.00,E,0.00
english69,english,35,12.94,13.16,ALSO,99.98,ALLSO,0.01,ASO,0.00
english69,english,36,13.24,13.50,NEED,81.03,KNEED,16.74,NEAD,1.20
english69,english,37,13.56,13.56,A,99.99,O,0.01,,0.00
english69,english,38,13.64,13.86,SMALL,99.95,SMAL,0.03,SMOLL,0.01
english69,english,39,13.92,14.30,PLASTIC,54.22,PLATIC,15.68,PLACTIC,10.19
english69,english,40,14.36,14.70,SNAKE,99.91,SNAK,0.06,SNAKES,0.03
english69,english,41,14.74,15.42,AND,98.73,AN,1.15,AD,0.05
english69,english,42,15.46,15.46,A,99.97,H,0.03,,0.00
english69,english,43,15.54,15.66,BIG,99.89,BIK,0.04,BI,0.02
english69,english,44,15.72,15.94,TOY,98.46,TOI,0.79,TOYS,0.27
english69,english,45,16.00,16.24,FROG,99.93,FROGS,0.04,FOG,0.03
english69,english,46,16.30,16.38,FOR,99.66,OR,0.10,FOF,0.08
english69,english,47,16.44,16.48,THE,99.98,THA,0.01,TE,0.00
english69,english,48,16.56,16.84,KIDS,97.72,KID'S,2.14,KIDDS,0.04
english69,english,49,16.90,18.14,SHE,100.00,SE,0.00,SH,0.00
english69,english,50,18.20,18.34,CAN,99.63,KAN,0.15,CIN,0.05
english69,english,51,18.40,18.66,SCOOP,97.60,SCOUP,1.78,SCOOPE,0.43
english69,english,52,18.72,18.84,THESE,98.79,TESE,1.05,THE,0.09
english69,english,53,18.92,19.24,THINGS,99.88,TINGS,0.04,THHINGS,0.03
english69,english,54,19.30,19.60,INTO,99.06,INT,0.46,INTOR,0.22
english69,english,55,19.66,19.86,THREE,99.99,THRE,0.01,HREE,0.00
english69,english,56,19.92,20.06,RED,99.92,READ,0.04,RE,0.02
english69,english,57,20.12,20.44,BAGS,99.93,BAGGS,0.02,BAG,0.02
english69,english,58,20.50,21.10,AND,93.88,AN,3.41,AD,2.01
english69,english,59,21.16,21.34,WE'LL,76.00,WI'LL,11.61,WELL,10.37
english69,english,60,21.38,21.48,GO,99.64,GA,0.09,GOA,0.09
english69,english,61,21.58,21.84,MEETA,27.49,MEETE,19.99,MEEDA,9.62
english69,english,62,21.94,22.34,WEDNESDAY,99.88,WEDNESDAYS,0.05,WEDNESDAY',0.02
english69,english,63,22.42,22.52,AT,99.68,ANT,0.16,OT,0.07
english69,english,64,22.58,22.62,THE,99.15,THA,0.49,TE,0.20
english69,english,65,22.68,22.90,TRAIN,84.10,TRAN,5.20,TROIN,4.90
english69,english,66,22.94,23.30,STATION,99.21,STATIONS,0.67,STATIEN,0.02
english70,english,1,0.00,0.72,PLEASE,99.51,PLESE,0.11,PLEAS,0.09
english70,english,2,0.80,1.04,CALL,82.14,CAUL,9.98,CAL,2.21
english70,english,3,1.10,1.38,STELLA,50.18,STELLAH,21.00,STELA,17.12
english70,english,4,1.46,1.92,ASK,98.84,ASKE,1.03,AS,0.04
english70,english,5,1.98,2.04,HER,99.86,ER,0.04,HERE,0.04
english70,english,6,2.08,2.12,TO,100.00,O,0.00,T,0.00
english70,english,7,2.16,2.28,BRING,99.50,BRANG,0.14,BRIN,0.11
english70,english,8,2.34,2.44,THESE,99.88,THE,0.08,THOSE,0.03
english70,english,9,2.48,2.62,THINGS,99.87,TINGS,0.05,THINGES,0.03
english70,english,10,2.66,2.74,WITH,99.96,WIH,0.01,WOTH,0.01
english70,english,11,2.78,2.82,HER,99.79,ER,0.10,HE,0.04
english70,english,12,2.86,2.94,FROM,99.04,FOM,0.76,FROR,0.12
english70,english,13,3.00,3.04,THE,99.93,THA,0.04,THI,0.02
english70,english,14,3.10,3.30,STORE,98.02,STOORE,1.50,TORE,0.14
english70,english,15,3.36,3.94,SIX,99.52,SIXK,0.19,SIXE,0.11
english70,english,16,4.00,4.24,SPOONS,98.22,SPOONFS,0.56,SPOONUS,0.42
english70,english,17,4.30,4.54,OFRESH,36.14,AFRESH,23.98,OFFRESH,22.39
english70,english,18,4.60,4.78,SNO,35.48,SNOW,22.92,NO,21.19
english70,english,19,4.82,5.08,PEAS,54.57,PEES,21.12,PEASE,10.52
english70,english,20,5.14,5.64,FIVE,99.38,FAVE,0.39,FOVE,0.08
english70,english,21,5.72,5.86,THICK,69.71,THICX,9.84,THIC,6.47
english70,english,22,5.90,6.16,SLABS,90.63,SLEBS,6.08,SLABES,1.45
english70,english,23,6.22,6.24,OF,97.17,O,0.96,AF,0.66
english70,english,24,6.30,6.46,BLUE,99.08,BLOUE,0.29,BLOE,0.23
english70,english,25,6.52,6.82,CHEESE,94.74,CEESE,1.23,CHEES,1.15
english70,english,26,6.88,7.20,AND,99.19,ND,0.34,AN,0.31
english70,english,27,7.26,7.48,MAYBE,95.50,MABE,1.78,MABBE,0.76
english70,english,28,7.54,7.54,A,99.67,E,0.15,I,0.10
english70,english,29,7.60,7.82,SNACK,34.28,SNAK,33.35,SNACKE,10.51
english70,english,30,7.86,7.94,FOR,96.61,OR,1.66,FO,0.61
english70,english,31,7.98,8.04,HER,99.44,HR,0.29,ER,0.18
english70,english,32,8.08,8.28,BROTHER,99.34,BOTHER,0.26,BRTHER,0.14
english70,english,33,8.34,8.56,BOB,85.97,BOBB,7.67,BAB,3.15
english70,english,34,8.62,9.24,WE,99.42,WEL,0.26,WEE,0.11
english70,english,35,9.30,9.42,ALL,98.20,AL,0.63,ALS,0.44
english70,english,36,9.48,9.68,SENDAT,12.81,SENNAT,12.12,SENAT,10.73
english70,english,37,9.74,9.74,A,99.75,O,0.11,E,0.11
english70,english,38,9.80,9.98,SMALL,99.94,SMAL,0.03,SMAUL,0.01
english70,english,39,10.04,10.34,PLACIC,41.46,PLASIC,16.83,PLASCIC,10.60
english70,english,40,10.40,10.60,SNAKE,96.10,SNAK,2.65,SNACKE,0.72
english70,english,41,10.66,10.70,AND,66.34,AN,15.54,IND,14.42
english70,english,42,10.76,10.76,A,99.84,H,0.09,O,0.06
english70,english,43,10.84,10.96,BIG,99.19,BAG,0.37,BIGE,0.17
english70,english,44,11.00,11.16,TOY,91.72,TOI,5.85,TOYL,0.93
english70,english,45,11.20,11.38,FROG,97.77,FOG,1.66,FROL,0.21
english70,english,46,11.44,11.50,FOR,99.72,FO,0.10,TOR,0.06
english70,english,47,11.54,11.60,THE,99.62,TE,0.36,THA,0.01
english70,english,48,11.64,11.86,KIDS,87.51,KID'S,6.14,KEDS,1.88
english70,english,49,11.92,12.44,SHE,99.99,SH,0.01,SE,0.00
english70,english,50,12.50,12.56,CAN,99.52,CON,0.11,COAN,0.08
english70,english,51,12.62,12.80,SCOOP,73.87,SCOOPD,8.97,SCOOPE,8.59
english70,english,52,12.84,12.94,THESE,99.33,THE,0.64,THOSE,0.02
english70,english,53,13.00,13.14,THINGS,99.70,THINGES,0.12,THENGS,0.08
english70,english,54,13.20,13.28,INTO,96.83,INO,1.26,INT,0.75
english70,english,55,13.34,13.46,THREE,99.57,THRE,0.26,THEE,0.14
english70,english,56,13.52,13.64,RED,99.96,REDE,0.02,RE,0.01
english70,english,57,13.70,13.92,BAGS,99.74,BAG,0.08,BAKS,0.05
english70,english,58,13.98,14.16,AND,99.04,AN,0.73,ND,0.11
english70,english,59,14.22,14.22,W,98.65,E,0.97,H,0.25
english70,english,60,14.28,14.38,WILL,82.99,W'LL,9.41,ILL,3.20
english70,english,61,14.44,14.48,GO,97.70,O,1.00,GL,0.39
english70,english,62,14.56,14.66,MEET,98.96,MET,0.37,MEAT,0.30
english70,english,63,14.72,14.78,HER,99.97,HE,0.01,ER,0.01
english70,english,64,14.88,15.18,WEDNESDAY,89.53,WIDNESDAY,8.80,WEDESDAY,0.73
english70,english,65,15.22,15.24,AT,99.90,AN,0.05,OT,0.03
english70,english,66,15.30,15.34,THE,99.98,THA,0.02,TH,0.00
english70,english,67,15.38,15.54,TRAIN,90.23,TRAIND,4.80,TRAINE,3.69
english70,english,68,15.58,15.88,STATION,99.13,SDATION,0.45,STTION,0.07
english71,english,1,0.00,0.72,PLEASE,100.00,PLEAS,0.00,PLESE,0.00
english71,english,2,0.80,1.10,CALL,97.70,CAL,0.80,CAUL,0.63
english71,english,3,1.16,1.50,STELLA,98.88,STELA,0.64,STELLE,0.21
english71,english,4,1.58,3.00,ASK,100.00,AS,0.00,AK,0.00
english71,english,5,3.06,3.14,HER,99.99,HE,0.01,HR,0.00
english71,english,6,3.20,3.22,TO,100.00,T,0.00,O,0.00
english71,english,7,3.30,3.48,BRING,99.99,BRIN,0.00,BRIG,0.00
english71,english,8,3.56,3.74,THESE,99.96,THE,0.03,THEE,0.01
english71,english,9,3.82,4.08,THINGS,99.98,THING,0.01,THINS,0.00
english71,english,10,4.16,4.34,WITH,100.00,WIH,0.00,WTH,0.00
english71,english,11,4.40,4.52,HER,100.00,HE,0.00,ER,0.00
english71,english,12,4.60,4.78,FROM,99.98,FOM,0.02,FRO,0.00
english71,english,13,4.84,4.90,THE,99.99,TE,0.01,TH,0.00
english71,english,14,4.96,5.22,STORE,99.98,STOORE,0.02,SORE,0.00
english71,english,15,5.28,6.24,SIX,99.35,SIXK,0.54,SIXE,0.03
english71,english,16,6.30,6.66,SPOONS,99.59,SPOONFS,0.24,SPOONUS,0.11
english71,english,17,6.74,6.78,OF,100.00,O,0.00,F,0.00
english71,english,18,6.86,7.06,FRESH,99.97,FRECH,0.03,FREH,0.00
english71,english,19,7.12,7.36,SNOW,99.97,SNEW,0.03,SNO,0.00
english71,english,20,7.42,7.72,PEESE,86.08,PEASE,11.16,KEESE,0.89
english71,english,21,7.80,8.50,FIVE,100.00,FIE,0.00,FIV,0.00
english71,english,22,8.60,8.84,THICK,99.56,THIC,0.22,THIK,0.08
english71,english,23,8.90,9.28,SLABS,99.78,SLADS,0.10,SLAVS,0.03
english71,english,24,9.34,9.38,OF,99.98,IF,0.02,F,0.00
english71,english,25,9.46,9.64,BLUE,99.95,BULUE,0.02,BILUE,0.01
english71,english,26,9.72,10.04,CHEESE,88.62,CHEASE,9.37,CHEES,1.70
english71,english,27,10.12,10.66,AND,99.97,AD,0.01,ND,0.01
english71,english,28,10.72,10.98,MAYBE,99.39,MABBE,0.29,MABE,0.09
english71,english,29,11.04,11.04,A,100.00,,0.00,,0.00
english71,english,30,11.12,11.42,SNACK,99.87,SNAK,0.09,SNACKE,0.01
english71,english,31,11.48,11.60,FOR,99.94,FOM,0.02,OR,0.02
english71,english,32,11.66,11.74,HER,99.92,HE,0.06,THER,0.01
english71,english,33,11.80,12.02,BROTHER,99.95,BROTHERS,0.02,BOTHER,0.01
english71,english,34,12.08,12.36,BOB,98.90,BOUB,0.40,BOBB,0.22
english71,english,35,12.42,12.82,WE,100.00,W,0.00,E,0.00
english71,english,36,12.90,13.18,ALSO,99.99,ALLSO,0.01,ALS,0.00
english71,english,37,13.26,13.40,NEED,99.86,NEAD,0.12,HEED,0.01
english71,english,38,13.48,13.48,A,100.00,,0.00,,0.00
english71,english,39,13.54,13.78,SMALL,100.00,SMAL,0.00,SMLL,0.00
english71,english,40,13.84,14.22,PLASTIC,99.18,PLASTICK,0.26,PALASTIC,0.14
english71,english,41,14.28,14.54,SNAKE,99.97,STAKE,0.02,SNAK,0.01
english71,english,42,14.60,15.04,AND,99.94,AN,0.04,AD,0.01
english71,english,43,15.12,15.12,A,100.00,,0.00,,0.00
english71,english,44,15.18,15.36,BIG,99.95,BIK,0.04,BI,0.01
english71,english,45,15.42,15.68,TOY,99.09,TOYI,0.55,TO,0.10
english71,english,46,15.74,16.08,FROG,99.93,FROGS,0.05,FRAG,0.02
english71,english,47,16.18,16.32,FOR,99.89,FOM,0.06,FROR,0.03
english71,english,48,16.38,16.44,THE,100.00,TH,0.00,TE,0.00
english71,english,49,16.50,16.76,KIDS,99.61,KID'S,0.35,KID,0.02
english71,english,50,16.84,17.48,SHE,100.00,SE,0.00,SH,0.00
english71,english,51,17.54,17.64,CAN,100.00,CA,0.00,CN,0.00
english71,english,52,17.70,17.92,SCOOP,99.05,SCOOPE,0.59,SCOUP,0.36
english71,english,53,17.98,18.12,THESE,99.92,THE,0.06,THEE,0.02
english71,english,54,18.20,18.50,THINGS,99.95,HINGS,0.05,THINS,0.00
english71,english,55,18.58,18.80,INTO,99.93,INO,0.04,INT,0.03
english71,english,56,18.88,19.08,THREE,100.00,THRE,0.00,HREE,0.00
english71,english,57,19.14,19.30,RED,100.00,RE,0.00,ED,0.00
english71,english,58,19.36,19.68,BAGS,100.00,BAS,0.00,BAG,0.00
english71,english,59,19.74,19.96,AND,99.84,ND,0.09,AN,0.04
english71,english,60,20.02,20.10,WE,100.00,W,0.00,E,0.00
english71,english,61,20.14,20.26,WILL,99.94,WLL,0.02,WI'LL,0.02
english71,english,62,20.32,20.40,GO,99.93,O,0.05,NO,0.01
english71,english,63,20.46,20.60,MEET,89.25,MEED,9.96,MEAT,0.59
english71,english,64,20.66,20.74,HER,99.99,HE,0.01,HR,0.00
english71,english,65,20.82,21.18,WEDNESDAY,99.97,WEDNSDAY,0.01,WENESDAY,0.01
english71,english,66,21.26,21.64,AT,99.68,OT,0.09,AN,0.08
english71,english,67,21.70,21.76,THE,99.96,TE,0.01,HE,0.01
english71,english,68,21.82,22.06,TRAIN,99.24,TRAINE,0.58,TRAIND,0.14
english71,english,69,22.12,22.48,STATION,100.00,SATION,0.00,STATIO,0.00
english72,english,1,0.00,0.64,PLEASE,99.97,PLEASED,0.02,PEASE,0.01
english72,english,2,0.70,0.94,CALL,76.51,CALLD,13.64,CALLE,8.16
english72,english,3,1.00,1.34,STELLA,90.40,STELA,6.58,STELLHA,1.09
english72,english,4,1.40,1.72,ASK,99.27,ASKE,0.36,ASKD,0.26
english72,english,5,1.78,1.84,HER,99.96,ER,0.03,HE,0.01
english72,english,6,1.90,1.92,TO,100.00,O,0.00,T,0.00
english72,english,7,1.98,2.10,BRING,99.98,BING,0.01,BRIN,0.00
english72,english,8,2.18,2.32,THESE,99.96,THE,0.04,THEE,0.00
english72,english,9,2.40,2.60,THINGS,99.98,THINS,0.01,HINGS,0.00
english72,english,10,2.66,2.78,WITH,99.99,WIT,0.01,WIH,0.00
english72,english,11,2.84,2.92,HER,99.99,HE,0.01,ER,0.00
english72,english,12,2.98,3.06,FROM,99.93,FOM,0.05,FROR,0.02
english72,english,13,3.14,3.18,THE,99.98,THA,0.01,HE,0.00
english72,english,14,3.26,3.52,STORE,99.80,STOORE,0.17,STARE,0.01
english72,english,15,3.58,4.44,SIX,99.75,SIXT,0.07,SIXH,0.06
english72,english,16,4.50,4.84,SPOONS,99.91,SPOONFS,0.07,SPOONSE,0.02
english72,english,17,4.92,4.94,OF,98.89,AF,0.67,ON,0.18
english72,english,18,5.00,5.20,FRESH,100.00,FREH,0.00,RESH,0.00
english72,english,19,5.28,5.52,SNOW,99.84,SNOWE,0.11,SNO,0.03
english72,english,20,5.56,5.84,PEASE,62.77,PEAS,17.94,PEESE,14.40
english72,english,21,5.90,6.52,FIVE,100.00,FIE,0.00,FIV,0.00
english72,english,22,6.58,6.74,TICK,71.41,TICKE,14.58,TICKD,7.36
english72,english,23,6.80,7.06,SLABS,99.07,SLAPS,0.78,SLADS,0.07
english72,english,24,7.12,7.14,OF,98.25,AF,0.88,ON,0.40
english72,english,25,7.22,7.38,BLUE,99.99,LUE,0.01,BLE,0.00
english72,english,26,7.44,7.74,CHEESE,89.78,CHEASE,6.44,CHEES,3.18
english72,english,27,7.82,8.48,AND,88.58,AD,5.72,AN,4.22
english72,english,28,8.54,8.72,MAYBE,89.22,MEYBE,7.76,MHAYBE,1.29
english72,english,29,8.78,8.78,A,99.99,E,0.01,,0.00
english72,english,30,8.86,9.10,SNACK,94.75,SNAK,4.05,SLACK,0.37
english72,english,31,9.16,9.26,FOR,99.91,FO,0.03,FOM,0.02
english72,english,32,9.32,9.38,HER,99.48,ER,0.38,HOR,0.06
english72,english,33,9.44,9.66,BROTHER,98.61,BOTHER,1.28,BRUTHER,0.06
english72,english,34,9.72,9.98,BOB,94.86,BUB,3.79,BOBB,0.86
english72,english,35,10.04,11.18,WE,100.00,W,0.00,E,0.00
english72,english,36,11.24,11.44,ALSO,99.99,ALLSO,0.01,ALS,0.00
english72,english,37,11.50,11.62,NEED,92.20,NEET,4.05,NEAD,3.52
english72,english,38,11.68,11.68,A,100.00,,0.00,,0.00
english72,english,39,11.74,12.06,SMALL,99.99,SMAL,0.01,SMLL,0.00
english72,english,40,12.12,12.56,PLASSIC,35.89,PLASCIC,20.21,PLASIC,19.26
english72,english,41,12.62,12.92,SNAKE,99.96,SNEAKE,0.01,SNTAKE,0.01
english72,english,42,12.98,13.20,AND,98.61,AN,1.08,ND,0.15
english72,english,43,13.24,13.26,A,99.44,AE,0.40,HA,0.11
english72,english,44,13.32,13.44,BIG,100.00,BI,0.00,IG,0.00
english72,english,45,13.48,13.72,TOY,96.67,TAY,1.72,TOI,1.08
english72,english,46,13.78,14.04,FROG,99.83,FROGS,0.10,FRAG,0.03
english72,english,47,14.10,14.18,FOR,99.86,FOM,0.05,FROR,0.04
english72,english,48,14.24,14.28,THE,99.99,THA,0.01,TE,0.00
english72,english,49,14.34,14.58,KIDS,98.00,KID'S,1.90,KIDDS,0.04
english72,english,50,14.64,15.48,SHE,100.00,SE,0.00,HE,0.00
english72,english,51,15.54,15.62,CAN,92.66,COAN,2.75,CUN,2.23
english72,english,52,15.66,15.88,SCOOP,97.26,SCOOPE,1.66,SCROOP,0.39
english72,english,53,15.94,16.10,THESE,99.99,THES,0.00,HESE,0.00
english72,english,54,16.18,16.48,THINGS,100.00,HINGS,0.00,THINS,0.00
english72,english,55,16.54,16.74,INTO,99.82,NTO,0.08,INT,0.05
english72,english,56,16.84,17.12,THREE,99.99,TREE,0.00,THRE,0.00
english72,english,57,17.18,17.36,RED,99.99,READ,0.01,RE,0.00
english72,english,58,17.42,17.78,BAGS,99.95,BAG'S,0.05,AGS,0.00
english72,english,59,17.84,18.48,AND,99.23,AN,0.45,AD,0.14
english72,english,60,18.52,18.58,WE,99.91,ME,0.02,HE,0.02
english72,english,61,18.62,18.74,WILL,98.92,W'LL,0.62,ILL,0.38
english72,english,62,18.80,18.86,GO,100.00,G,0.00,O,0.00
english72,english,63,19.00,19.12,MEET,96.61,MEED,2.02,MET,0.72
